flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard,mean_parse_tree_depth,max_parse_tree_depth,mean_ents_per_sentence,total_ents,total_chars,total_words,chars_per_word,total_sentences,words_per_sentence,nonstop_word_count,nonstop_char_count,nonstop_token_proportion,not_dale_chall_count,syllable_count,polysyllable_count,nonspace_char_count,adj,adp,adv,aux,conj,cconj,det,intj,noun,num,part,pron,propn,punct,sconj,sym,verb,x,space,mean_adj,mean_adp,mean_adv,mean_aux,mean_conj,mean_cconj,mean_det,mean_intj,mean_noun,mean_num,mean_part,mean_pron,mean_propn,mean_punct,mean_sconj,mean_sym,mean_verb,mean_x,mean_space
70.81,10.4,11.8,8.08,15.9,7.18,20,17.666666666666668,14.78,12.0,0.96875,7,1.4,7,918,170,5.4,6,28.333333333333332,1.6440677966101696,9.186440677966102,0.5025906735751295,22,204,4,749,8,15,11,6,0,9,26,0,29,1,4,18,7,23,5,0,31,0,1,1.14,2.14,1.57,0.86,0.0,1.29,3.71,0.0,4.14,0.14,0.57,2.57,1.0,2.43,0.71,0.0,4.43,0.0,0.71
83.39,6.2,7.0,5.05,8.0,5.54,8,10.4,8.9,6.0,1.0277777777777777,8,1.1428571428571428,8,756,146,5.178082191780822,10,14.6,1.6666666666666667,8.75925925925926,0.5321637426900585,20,169,2,611,2,12,14,5,0,2,16,1,23,3,8,19,18,28,3,0,27,0,2,0.2,1.2,1.4,0.5,0.0,0.2,1.7,0.1,2.3,0.3,0.8,1.9,1.6,1.9,0.3,0.0,2.8,0.0,0.8
49.66,10.7,17.9,9.88,23.3,8.4,29,27.0,19.89,11.0,1.2163461538461537,11,1.8,9,1051,186,5.650537634408602,5,37.2,1.6833333333333333,10.383333333333333,0.48325358851674644,30,234,7,866,16,29,8,1,0,12,31,0,34,0,1,12,11,23,4,0,27,0,1,2.33,4.83,1.33,0.17,0.0,2.0,5.17,0.0,5.83,0.0,0.17,2.0,2.0,3.0,0.67,0.0,4.5,0.0,0.67
104.13,4.4,1.1,1.89,0.7,1.08,7,4.0,4.02,1.0,0.8271028037383178,5,0.3157894736842105,6,855,179,4.776536312849162,20,8.95,1.4393939393939394,6.833333333333333,0.45454545454545453,6,193,0,677,8,15,10,9,0,12,28,0,35,2,3,27,5,30,2,0,27,0,4,0.45,0.75,0.45,0.45,0.0,0.6,1.4,0.0,1.75,0.1,0.15,1.35,0.25,0.6,0.1,0.0,1.35,0.0,0.95
67.72,10.3,10.9,8.25,13.3,7.1,26,13.75,12.87,11.0,1.0575221238938053,10,0.42857142857142855,3,1089,200,5.445,7,28.571428571428573,1.5441176470588236,9.088235294117647,0.4666666666666667,19,239,9,890,30,17,12,15,0,21,22,0,46,0,2,10,0,26,7,0,19,0,0,3.75,2.12,1.5,1.88,0.0,2.62,2.75,0.0,5.75,0.0,0.25,1.25,0.0,2.38,0.88,0.0,2.38,0.0,0.75
59.3,7.6,14.2,9.76,18.7,7.01,18,26.5,15.45,10.0,1.4663461538461537,17,1.0,5,1050,183,5.737704918032787,5,36.6,1.492537313432836,9.208955223880597,0.4878048780487805,20,226,2,868,19,21,11,5,0,9,25,0,38,0,6,13,3,24,8,0,27,0,1,3.17,3.5,1.83,0.83,0.0,1.5,4.17,0.0,6.33,0.0,1.0,2.17,0.5,3.17,1.33,0.0,4.5,0.0,0.67
58.76,11.5,12.3,7.96,13.6,6.44,15,11.2,13.28,12.0,0.8356164383561644,7,2.5,15,961,175,5.491428571428571,8,21.875,1.4477611940298507,8.044776119402986,0.4537037037037037,19,222,10,787,9,21,13,15,0,12,20,0,27,0,4,11,14,41,6,0,23,0,2,1.29,3.0,1.86,2.14,0.0,1.71,2.86,0.0,3.86,0.0,0.57,1.57,2.0,5.43,0.86,0.0,3.29,0.0,0.86
69.62,9.8,8.1,7.02,8.1,6.73,28,6.0,9.57,8.0,0.844,8,0.6363636363636364,7,1097,202,5.430693069306931,15,13.466666666666667,1.5555555555555556,8.527777777777779,0.4574898785425101,24,255,6,896,9,13,16,22,0,9,25,0,34,1,12,25,3,46,5,0,30,0,2,0.77,1.0,1.23,1.69,0.0,0.69,2.0,0.0,2.54,0.08,0.92,1.85,0.31,2.62,0.38,0.0,2.23,0.0,0.92
68.17,8.8,12.8,5.47,15.0,6.57,13,17.666666666666668,15.51,9.0,1.1121495327102804,10,2.0,10,911,182,5.0054945054945055,5,36.4,1.3793103448275863,7.413793103448276,0.37735849056603776,14,209,2,730,14,17,21,14,0,10,21,0,21,2,6,20,10,30,10,0,18,0,1,2.8,3.4,4.2,2.8,0.0,2.0,4.2,0.0,4.2,0.4,1.2,4.0,2.0,5.4,2.0,0.0,3.6,0.0,0.6
87.55,6.1,5.4,5.22,7.0,5.33,10,13.25,7.42,6.0,0.9318181818181818,7,1.0,11,1013,191,5.303664921465969,19,10.052631578947368,1.7972972972972974,8.08108108108108,0.5193798449612403,28,208,2,823,15,20,22,12,0,8,24,2,31,2,6,23,8,57,2,0,29,0,7,1.36,1.82,2.0,1.09,0.0,0.73,2.18,0.18,2.73,0.18,0.55,2.09,0.82,4.55,0.18,0.0,2.64,0.0,0.91
77.16,9.6,7.3,7.6,8.8,6.39,22,8.666666666666666,9.41,9.0,0.9863013698630136,8,0.9,9,1050,192,5.46875,13,14.76923076923077,1.7241379310344827,10.637931034482758,0.4716981132075472,26,243,11,859,14,16,7,16,0,7,30,0,33,1,7,11,13,22,7,0,32,0,1,1.0,1.14,0.5,1.14,0.0,0.5,2.14,0.0,2.36,0.07,0.5,0.79,0.93,0.93,0.5,0.0,2.29,0.0,0.86
78.32,9.6,8.9,6.04,10.9,6.48,18,18.0,11.93,7.0,1.2,9,1.125,9,952,184,5.173913043478261,8,23.0,1.5606060606060606,8.348484848484848,0.4858490566037736,23,222,7,769,9,22,9,3,0,8,26,0,32,1,11,15,12,28,3,0,37,0,1,1.12,2.75,1.12,0.38,0.0,1.0,3.25,0.0,4.12,0.12,1.38,1.88,1.38,2.62,0.38,0.0,4.62,0.0,0.75
74.42,8.8,8.4,7.37,9.9,6.32,20,17.666666666666668,10.65,9.0,1.7521739130434784,17,0.7777777777777778,7,1068,191,5.591623036649215,9,21.22222222222222,1.4264705882352942,8.779411764705882,0.4511627906976744,18,238,7,878,8,33,10,11,0,8,40,0,49,6,3,4,0,32,2,0,25,0,0,0.8,3.3,1.0,1.1,0.0,0.8,4.0,0.0,4.8,0.6,0.3,0.4,0.0,2.3,0.2,0.0,2.6,0.0,0.8
69.25,10.1,10.4,7.96,12.7,7.31,24,13.75,12.6,8.0,1.2239583333333333,11,0.5,3,891,160,5.56875,6,26.666666666666668,1.5454545454545454,9.472727272727273,0.45989304812834225,23,201,6,732,13,20,14,11,0,10,20,0,40,2,3,7,4,30,5,0,14,0,0,1.86,2.86,2.0,1.57,0.0,1.43,2.86,0.0,5.57,0.29,0.43,1.0,0.71,3.43,0.71,0.0,2.0,0.0,0.71
67.69,10.5,8.9,9.69,11.0,7.39,32,11.8,10.55,11.0,1.7962962962962963,16,1.2222222222222223,11,1068,181,5.900552486187845,9,20.11111111111111,1.5147058823529411,9.720588235294118,0.4881516587677725,33,240,13,888,12,31,6,9,0,9,24,0,44,2,2,7,11,33,4,0,23,0,2,1.2,3.1,0.6,0.9,0.0,0.9,2.4,0.0,4.4,0.2,0.2,0.7,1.1,2.4,0.4,0.0,2.3,0.0,0.8
70.77,8.8,9.8,7.38,11.5,6.67,20,13.5,11.61,7.0,1.0904761904761904,8,0.5,4,966,180,5.366666666666666,9,20.0,1.5593220338983051,8.830508474576272,0.4380952380952381,21,215,5,789,16,14,21,11,0,13,19,0,24,2,8,20,5,30,2,0,25,0,2,1.6,1.4,2.1,1.1,0.0,1.3,1.9,0.0,2.4,0.2,0.8,2.0,0.5,2.2,0.2,0.0,2.5,0.0,0.8
81.67,8.0,7.7,5.35,9.0,5.95,12,13.0,10.3,8.0,0.6568627450980392,5,0.2,2,832,163,5.104294478527607,11,14.818181818181818,1.3582089552238805,6.791044776119403,0.44390243902439025,10,188,3,670,8,17,25,9,0,7,14,0,17,1,1,33,0,43,4,0,27,0,1,0.8,1.7,2.5,0.9,0.0,0.7,1.4,0.0,1.7,0.1,0.1,3.3,0.0,3.5,0.4,0.0,2.7,0.0,0.6
77.16,7.8,7.3,6.56,8.0,5.95,15,10.6,8.9,8.0,1.087179487179487,7,0.3,3,916,175,5.234285714285714,10,17.5,1.6333333333333333,9.05,0.49746192893401014,21,209,4,742,12,21,10,6,0,8,27,0,32,1,4,18,2,22,5,0,29,0,0,1.09,1.91,0.82,0.55,0.0,0.73,2.45,0.0,3.0,0.09,0.36,1.73,0.09,1.09,0.45,0.0,2.64,0.0,0.73
68.74,9.6,10.6,7.09,12.4,6.56,19,11.0,12.32,11.0,1.0986547085201794,10,0.25,2,1025,192,5.338541666666667,13,14.76923076923077,1.6290322580645162,9.129032258064516,0.4590909090909091,20,233,7,834,17,17,20,13,0,6,30,1,31,0,9,16,6,28,4,0,26,0,2,1.64,1.55,1.64,1.18,0.0,0.55,2.82,0.09,2.82,0.0,0.82,1.45,0.55,1.64,0.36,0.0,2.36,0.0,0.82
77.91,7.2,9.1,6.8,11.8,6.05,11,10.6,11.29,7.0,1.0748663101604279,7,0.7142857142857143,5,851,162,5.253086419753086,9,18.0,1.4310344827586208,8.03448275862069,0.44385026737967914,8,187,1,690,4,21,9,8,0,8,29,1,27,1,3,18,9,24,2,0,23,0,2,0.5,2.62,1.12,1.0,0.0,1.0,3.62,0.12,3.38,0.12,0.38,2.25,1.12,2.12,0.25,0.0,2.88,0.0,0.88
67.22,11.9,11.1,8.19,13.8,6.35,14,12.0,13.05,12.0,0.8,7,1.25,10,956,175,5.462857142857143,8,21.875,1.6833333333333333,9.433333333333334,0.49514563106796117,23,223,6,782,4,14,14,9,0,9,20,0,27,1,9,28,4,28,4,0,36,0,3,0.44,1.56,1.56,1.0,0.0,1.0,2.22,0.0,3.0,0.11,1.0,3.11,0.44,2.22,0.44,0.0,4.0,0.0,0.67
94.19,3.1,4.9,5.4,6.9,5.62,10,7.333333333333334,7.72,5.0,1.2023121387283238,8,1.5,12,774,153,5.0588235294117645,8,19.125,1.52,7.84,0.4418604651162791,8,169,0,622,3,21,8,7,0,9,19,0,23,7,2,24,2,19,4,0,26,0,1,0.33,2.33,0.89,0.78,0.0,1.0,2.11,0.0,2.56,0.78,0.22,2.67,0.22,1.22,0.44,0.0,2.89,0.0,0.78
71.62,9.9,11.5,6.69,14.5,6.52,13,13.75,14.24,7.0,0.8974358974358975,9,1.0,6,862,165,5.224242424242425,9,18.333333333333332,1.631578947368421,8.947368421052632,0.48186528497409326,17,195,7,698,13,16,18,8,0,9,24,0,27,0,5,13,9,28,2,0,23,0,2,1.86,2.29,2.57,1.14,0.0,1.29,3.43,0.0,3.86,0.0,0.71,1.86,1.29,3.14,0.29,0.0,3.29,0.0,0.86
82.68,6.2,7.3,5.0,7.8,5.55,8,10.2,9.43,6.0,1.1104651162790697,8,0.42857142857142855,3,763,156,4.891025641025641,7,22.285714285714285,1.3333333333333333,6.777777777777778,0.4161849710982659,6,175,2,608,3,21,7,6,0,9,27,0,23,0,2,22,6,17,2,0,28,0,1,0.38,2.62,0.88,0.75,0.0,1.12,3.38,0.0,2.88,0.0,0.25,2.75,0.75,1.25,0.25,0.0,3.5,0.0,0.75
77.57,6.9,7.2,6.79,8.1,5.87,14,6.428571428571429,8.07,7.0,1.1019417475728155,9,0.2727272727272727,3,915,171,5.350877192982456,11,15.545454545454545,1.4923076923076923,7.892307692307693,0.470873786407767,14,207,3,745,5,18,14,11,0,8,23,2,28,1,6,15,4,35,3,0,33,0,3,0.45,1.64,1.27,1.0,0.0,0.73,2.09,0.18,2.55,0.09,0.55,1.36,0.36,2.27,0.27,0.0,3.0,0.0,0.91
65.66,9.6,9.7,11.26,13.0,7.76,30,13.75,11.0,10.0,1.11864406779661,8,2.857142857142857,20,944,157,6.012738853503185,10,15.7,2.04,13.18,0.5730337078651685,47,217,7,787,13,20,6,8,0,6,23,0,32,2,3,1,32,21,2,0,9,0,4,1.18,1.82,0.55,0.73,0.0,0.55,2.09,0.0,2.91,0.18,0.27,0.09,2.91,1.18,0.18,0.0,0.82,0.0,0.64
69.68,9.8,6.0,9.6,7.1,6.87,33,6.555555555555555,6.34,7.0,0.9678899082568807,6,2.210526315789474,42,1153,190,6.068421052631579,20,9.5,2.1044776119402986,12.895522388059701,0.6467889908256881,46,271,18,966,6,21,5,5,0,2,26,0,18,10,6,5,59,26,0,0,28,0,1,0.29,1.0,0.24,0.24,0.0,0.1,1.24,0.0,0.86,0.48,0.29,0.29,2.76,0.38,0.0,0.0,1.33,0.0,0.9
82.34,8.6,5.3,8.87,7.7,6.36,20,6.25,7.25,6.0,1.1529411764705881,8,1.7272727272727273,19,894,157,5.694267515923567,11,14.272727272727273,1.4827586206896552,9.413793103448276,0.5029239766081871,32,199,6,738,16,19,11,13,0,7,16,0,20,3,7,6,19,14,2,0,18,0,1,1.33,1.58,0.92,1.08,0.0,0.58,1.33,0.0,1.67,0.25,0.58,0.5,1.58,0.25,0.17,0.0,1.5,0.0,0.83
42.65,14.8,14.4,12.71,17.0,7.27,28,17.25,13.77,14.0,1.5954545454545455,12,0.2857142857142857,2,1238,198,6.252525252525253,8,24.75,1.65625,12.125,0.4840182648401826,45,306,24,1041,17,20,6,7,0,13,31,0,51,2,6,12,1,22,4,0,29,0,0,1.89,2.22,0.67,0.78,0.0,1.44,3.44,0.0,5.56,0.22,0.67,1.33,0.22,1.67,0.44,0.0,3.22,0.0,0.67
16.86,18.5,18.1,16.6,20.3,11.1,55,14.8,20.41,19.0,1.755813953488372,12,0.0,0,1000,144,6.944444444444445,6,24.0,1.9814814814814814,14.444444444444445,0.6149425287356322,69,260,35,857,18,13,9,3,0,9,6,0,70,0,1,0,1,30,1,0,13,0,1,2.57,1.86,1.29,0.43,0.0,1.29,0.86,0.0,10.14,0.0,0.14,0.0,0.0,3.43,0.14,0.0,1.86,0.0,0.57
54.02,12.7,10.0,12.53,12.1,8.9,48,8.428571428571429,12.46,13.0,1.4136125654450262,10,1.5555555555555556,14,1086,171,6.350877192982456,11,15.545454545454545,1.9152542372881356,13.661016949152541,0.5916230366492147,67,247,20,924,15,19,7,11,0,9,10,0,47,3,4,0,16,18,4,0,28,0,1,1.25,1.58,0.58,0.92,0.0,0.75,0.83,0.0,3.75,0.25,0.33,0.0,1.67,0.75,0.33,0.0,2.25,0.0,0.67
46.47,13.3,10.8,12.76,11.7,8.03,37,12.0,11.43,12.0,1.9627659574468086,13,0.4,4,1039,162,6.41358024691358,10,16.2,1.540983606557377,11.524590163934427,0.5026737967914439,61,257,29,878,18,27,6,11,0,8,17,0,46,1,6,4,5,25,1,0,14,0,0,1.55,2.45,0.55,1.0,0.0,0.73,1.55,0.0,4.09,0.09,0.55,0.36,0.64,1.36,0.09,0.0,1.27,0.0,0.82
40.99,15.5,12.9,15.32,16.1,9.49,59,14.8,15.65,16.0,1.1216216216216217,10,0.5555555555555556,5,1315,193,6.813471502590674,9,21.444444444444443,1.8028169014084507,13.464788732394366,0.5844748858447488,67,313,33,1123,24,20,11,8,0,9,18,0,49,1,7,4,6,29,5,0,32,0,2,2.4,2.0,1.1,0.8,0.0,0.9,1.8,0.0,4.9,0.1,0.7,0.4,0.6,2.0,0.5,0.0,3.2,0.0,0.8
72.05,9.7,7.2,8.41,8.0,7.22,34,12.2,9.76,8.0,1.1278538812785388,7,1.1666666666666667,14,1080,191,5.654450261780105,12,15.916666666666666,1.5072463768115942,9.405797101449275,0.5,39,261,11,890,17,31,12,9,0,7,26,0,43,2,3,5,13,21,5,0,24,0,1,1.31,2.38,0.92,0.69,0.0,0.54,2.0,0.0,3.23,0.23,0.23,0.38,1.0,0.85,0.38,0.0,1.85,0.0,0.85
53.31,13.0,10.3,12.53,12.2,8.35,39,13.0,12.13,13.0,1.1955307262569832,8,1.1111111111111112,10,1012,157,6.445859872611465,10,15.7,1.9038461538461537,14.211538461538462,0.5755813953488372,60,243,16,864,15,19,6,9,0,6,21,0,41,3,0,4,11,18,7,0,18,0,1,1.36,1.73,0.64,0.82,0.0,0.55,1.91,0.0,3.73,0.27,0.0,0.36,1.09,0.91,0.64,0.0,1.55,0.0,0.73
49.04,12.8,11.9,12.18,13.8,8.6,38,12.4,12.45,12.0,1.7294117647058824,11,0.0,0,954,155,6.15483870967742,7,22.142857142857142,1.9183673469387754,13.938775510204081,0.562874251497006,53,236,15,800,24,18,5,6,0,1,24,0,42,0,3,6,1,14,8,0,19,0,0,3.0,2.25,0.62,0.75,0.0,0.12,3.0,0.0,5.25,0.0,0.38,0.75,0.12,0.88,1.0,0.0,2.38,0.0,0.75
54.56,12.3,11.9,10.97,14.0,8.67,42,11.8,13.89,12.0,1.1368421052631579,10,0.14285714285714285,1,1034,175,5.908571428571428,7,25.0,1.609375,10.84375,0.5392670157068062,56,247,10,860,8,24,11,9,0,10,24,0,48,0,5,3,2,16,4,0,27,0,1,1.0,3.0,1.38,1.12,0.0,1.25,3.0,0.0,5.88,0.0,0.62,0.38,0.38,1.12,0.5,0.0,3.38,0.0,0.75
77.33,8.4,5.2,9.78,7.4,6.96,27,5.444444444444445,7.24,7.0,1.0212765957446808,8,0.46153846153846156,6,932,152,6.131578947368421,14,10.857142857142858,1.7,10.8,0.5454545454545454,49,203,11,780,10,15,6,12,0,10,10,0,69,3,2,1,2,33,1,0,15,0,2,0.67,0.93,0.4,0.8,0.0,0.67,0.67,0.0,4.27,0.2,0.2,0.07,0.4,1.27,0.07,0.0,1.07,0.0,0.87
68.06,9.0,6.7,9.96,7.9,7.97,39,5.2,7.85,8.0,1.1725888324873097,10,0.5,7,999,161,6.204968944099379,15,10.733333333333333,1.721311475409836,11.491803278688524,0.5440414507772021,53,234,11,839,17,11,7,10,0,6,15,0,51,3,4,5,11,33,4,1,19,0,2,1.0,0.69,0.44,0.62,0.0,0.38,0.94,0.0,3.06,0.25,0.25,0.31,0.81,1.19,0.25,0.06,1.25,0.0,0.81
48.23,11.9,12.2,11.84,13.6,7.1,27,10.333333333333334,11.13,12.0,1.3897435897435897,9,0.5,4,1104,183,6.032786885245901,8,22.875,2.0555555555555554,14.407407407407407,0.5663265306122449,58,281,18,922,19,24,3,8,0,3,39,0,61,3,2,0,1,13,5,0,15,0,2,2.11,2.67,0.33,0.89,0.0,0.33,4.33,0.0,6.78,0.33,0.22,0.0,0.11,0.56,0.56,0.0,1.67,0.0,0.78
44.78,15.2,13.5,11.44,15.1,7.94,35,13.4,14.87,15.0,1.4611650485436893,11,3.5714285714285716,25,1107,184,6.016304347826087,7,26.285714285714285,1.912280701754386,12.842105263157896,0.5265700483091788,49,270,22,924,12,29,5,7,0,4,30,0,25,6,3,5,36,23,5,0,17,0,1,1.5,3.62,0.62,0.88,0.0,0.5,3.75,0.0,3.0,0.75,0.38,0.62,4.62,2.0,0.62,0.0,2.12,0.0,0.75
31.31,15.1,14.6,15.5,16.7,9.95,60,13.4,15.28,15.0,1.5270935960591132,9,0.2857142857142857,2,1227,180,6.816666666666666,10,18.0,2.259259259259259,17.055555555555557,0.6130653266331658,77,313,29,1057,23,20,10,8,0,8,19,0,64,0,5,1,3,19,3,0,20,0,1,2.09,1.82,0.82,0.73,0.0,0.73,1.73,0.0,5.82,0.0,0.45,0.09,0.27,1.0,0.27,0.0,1.82,0.18,0.64
38.66,15.1,13.8,13.64,15.7,9.93,62,11.166666666666666,15.02,14.0,1.6755555555555555,13,0.0,0,1234,189,6.529100529100529,8,23.625,1.7878787878787878,13.318181818181818,0.5412844036697247,73,309,32,1046,27,23,12,16,0,6,24,0,58,0,2,4,1,31,4,1,17,0,2,3.0,2.56,1.33,1.78,0.0,0.67,2.67,0.0,6.44,0.0,0.22,0.44,0.11,2.56,0.44,0.11,1.89,0.0,0.78
42.72,14.6,12.3,14.97,15.2,9.56,50,14.4,14.25,15.0,1.343915343915344,10,2.125,17,1076,156,6.897435897435898,11,14.181818181818182,2.3333333333333335,17.375,0.6222222222222222,53,263,29,933,18,20,3,5,0,7,14,0,48,3,2,1,12,27,3,1,23,2,0,1.5,1.67,0.25,0.42,0.0,0.58,1.17,0.0,4.08,0.25,0.17,0.08,1.0,1.58,0.25,0.08,1.92,0.08,0.67
45.09,13.8,13.4,11.67,15.0,8.77,38,15.25,14.5,15.0,1.4213483146067416,9,0.8333333333333334,5,943,151,6.245033112582782,6,25.166666666666668,1.836734693877551,13.204081632653061,0.5325443786982249,53,227,13,793,16,23,6,6,0,6,22,0,29,1,1,1,25,23,5,0,15,0,1,2.29,3.29,0.71,0.86,0.0,0.86,3.14,0.0,4.0,0.14,0.14,0.14,3.86,2.43,0.71,0.0,2.14,0.0,0.71
62.61,11.8,10.8,8.88,12.5,7.2,26,11.8,12.63,12.0,1.6649746192893402,10,0.42857142857142855,3,992,178,5.573033707865169,8,22.25,1.507936507936508,9.333333333333334,0.47738693467336685,44,250,12,819,12,18,5,7,0,8,19,0,41,1,10,16,0,21,8,0,32,1,1,1.33,2.0,0.56,0.78,0.0,0.89,2.11,0.0,4.56,0.11,1.11,1.78,0.0,1.44,0.89,0.0,3.56,0.11,0.67
57.0,11.8,10.9,8.59,10.9,7.26,25,8.666666666666666,12.08,11.0,2.1193181818181817,12,0.0,0,873,157,5.560509554140127,9,17.444444444444443,1.3793103448275863,9.137931034482758,0.45454545454545453,53,212,9,718,11,29,4,7,0,1,38,0,44,0,2,1,1,17,6,0,13,1,1,1.1,2.9,0.4,0.7,0.0,0.1,3.8,0.0,4.4,0.0,0.2,0.2,0.1,1.0,0.6,0.0,1.3,0.1,0.7
91.92,3.1,3.7,5.32,4.6,5.21,10,6.142857142857143,5.28,5.0,1.4210526315789473,8,0.0,0,889,171,5.1988304093567255,13,13.153846153846153,1.4761904761904763,7.777777777777778,0.49206349206349204,16,198,0,715,16,16,11,9,0,6,25,0,33,0,13,10,0,17,3,0,32,0,4,1.14,1.14,0.79,0.64,0.0,0.43,1.79,0.0,2.29,0.0,0.93,0.71,0.07,0.29,0.21,0.0,2.29,0.0,0.86
40.21,15.4,15.3,12.02,17.7,8.96,37,16.25,17.26,16.0,1.1675977653631284,8,4.6,23,940,153,6.143790849673203,5,30.6,1.9183673469387754,12.673469387755102,0.5310734463276836,61,238,17,787,13,21,4,4,0,8,25,0,22,2,3,3,35,24,4,0,11,0,0,2.17,3.5,0.67,0.67,0.0,1.5,4.0,0.0,3.67,0.33,0.5,0.5,5.83,3.17,0.67,0.0,1.83,0.0,0.83
35.71,17.3,15.0,12.94,16.8,8.75,45,18.25,16.93,17.0,1.271111111111111,10,1.1428571428571428,8,1194,185,6.454054054054054,9,20.555555555555557,1.859375,13.375,0.5384615384615384,53,310,38,1019,16,23,10,9,0,8,33,0,43,0,2,3,16,37,6,0,19,0,1,1.6,2.3,0.9,0.9,0.0,0.8,3.3,0.0,4.4,0.0,0.2,0.3,1.6,3.0,0.6,0.0,1.9,0.1,0.6
70.39,9.8,5.8,7.51,5.4,7.14,36,5.1,6.11,6.0,0.9811320754716981,7,0.05,1,1069,186,5.747311827956989,20,9.3,1.6714285714285715,10.3,0.5545023696682464,54,261,13,884,21,10,18,17,0,3,15,0,45,1,6,17,1,26,7,0,26,0,2,1.0,0.48,0.86,0.81,0.0,0.14,0.71,0.0,2.1,0.05,0.29,0.81,0.1,0.29,0.33,0.0,1.24,0.0,0.9
56.15,11.7,9.2,10.55,9.6,7.18,32,7.5,8.47,10.0,1.0531400966183575,7,0.3333333333333333,4,1095,178,6.151685393258427,12,14.833333333333334,1.4788732394366197,9.704225352112676,0.5023923444976076,42,264,18,917,17,23,10,9,0,8,17,0,55,4,1,4,4,24,7,0,24,0,4,1.31,1.77,0.77,0.69,0.0,0.62,1.31,0.0,4.15,0.31,0.08,0.31,0.38,0.92,0.54,0.0,1.85,0.0,0.92
41.09,14.9,12.9,12.42,13.8,9.09,48,13.2,15.35,13.0,1.280612244897959,7,1.0,8,1081,171,6.321637426900585,9,19.0,1.8225806451612903,12.903225806451612,0.5824742268041238,73,281,31,911,16,26,7,7,0,12,10,0,66,3,3,3,6,21,5,0,11,0,1,1.6,2.6,0.7,0.7,0.0,1.2,1.0,0.0,6.6,0.4,0.3,0.3,0.6,1.3,0.5,0.0,1.1,0.0,0.7
39.77,14.3,13.4,13.93,15.3,9.81,51,12.8,15.41,14.0,1.375,10,0.14285714285714285,1,1035,158,6.550632911392405,7,22.571428571428573,1.7636363636363637,13.181818181818182,0.5359116022099447,66,259,23,878,15,19,4,8,0,4,20,0,59,0,5,2,2,25,4,0,18,0,0,1.88,2.38,0.5,1.0,0.0,0.5,2.5,0.0,7.25,0.0,0.62,0.25,0.38,2.25,0.5,0.0,2.25,0.0,0.75
50.57,13.4,11.3,12.13,13.0,7.34,28,11.333333333333334,11.63,12.0,1.318918918918919,9,2.625,21,1021,165,6.1878787878787875,8,20.625,1.6842105263157894,11.508771929824562,0.5161290322580645,47,245,17,857,12,18,18,6,0,8,12,0,21,8,3,4,24,21,10,0,21,0,0,1.33,2.0,2.0,0.67,0.0,0.89,1.33,0.0,2.33,0.89,0.33,0.44,2.67,1.44,1.11,0.0,2.33,0.0,0.78
55.03,13.2,9.6,12.47,11.4,7.25,26,10.142857142857142,10.04,10.0,1.3353293413173652,9,1.0,9,924,146,6.328767123287672,9,16.22222222222222,1.7407407407407407,11.88888888888889,0.5595238095238095,48,231,25,779,9,19,6,7,0,4,20,0,48,6,3,4,4,22,4,0,12,0,0,0.9,1.9,0.6,0.7,0.0,0.4,2.0,0.0,4.8,0.6,0.3,0.4,0.4,1.3,0.4,0.0,1.2,0.0,0.8
57.0,13.0,10.9,10.8,12.8,8.42,42,13.0,13.02,13.0,1.5436893203883495,13,0.125,1,1073,181,5.928176795580111,8,22.625,1.8125,11.359375,0.5603864734299517,47,258,18,893,20,22,10,13,0,6,25,0,60,0,5,1,0,23,4,0,18,0,1,2.22,2.44,1.11,1.44,0.0,0.67,2.78,0.0,6.67,0.0,0.56,0.11,0.0,1.67,0.44,0.0,2.0,0.0,0.78
75.2,8.3,6.0,6.89,5.8,6.41,21,5.875,7.25,6.0,1.0804597701149425,6,0.4166666666666667,5,848,156,5.435897435897436,12,13.0,1.5932203389830508,9.305084745762711,0.5371428571428571,43,201,6,693,3,16,7,12,0,3,33,0,51,1,2,2,4,19,3,0,19,0,2,0.23,1.23,0.54,0.92,0.0,0.23,2.54,0.0,3.92,0.08,0.15,0.15,0.31,0.54,0.23,0.0,1.46,0.0,0.85
39.0,15.6,15.8,12.89,18.8,8.68,35,16.75,17.05,16.0,1.4917127071823204,9,4.2,21,995,158,6.2974683544303796,6,26.333333333333332,1.8545454545454545,12.945454545454545,0.576271186440678,62,236,14,838,23,22,2,6,0,5,21,0,26,3,1,1,31,20,4,0,16,0,1,3.29,3.14,0.29,0.86,0.0,0.71,3.0,0.0,3.71,0.43,0.14,0.14,4.43,2.14,0.57,0.0,2.29,0.0,0.71
61.29,10.1,11.3,10.57,14.5,8.61,37,11.8,12.93,11.0,1.5925925925925926,14,6.333333333333333,38,945,157,6.019108280254777,6,26.166666666666668,1.5714285714285714,9.761904761904763,0.5409836065573771,49,211,7,788,2,18,9,6,0,6,21,0,16,1,4,7,51,28,3,0,17,0,1,0.29,2.57,1.29,0.86,0.0,0.86,3.0,0.0,2.29,0.14,0.57,1.0,7.29,3.14,0.43,0.0,2.43,0.0,0.86
