bart,bert,deberta:,electra,roberta,xlnet,flesch_reading_ease,smog_index,flesch_kincaid_grade,coleman_liau_index,automated_readability_index,dale_chall_readability_score,difficult_words,linsear_write_formula,gunning_fog,text_standard_cont,text_standard_cat,mean_parse_tree_depth,max_parse_tree_depth,mean_ents_per_sentence,total_ents,total_chars,total_words,chars_per_word,total_sentences,words_per_sentence,nonstop_word_count,nonstop_char_count,nonstop_token_proportion,adj,adp,adv,aux,conj,cconj,det,intj,noun,num,part,pron,propn,punct,sconj,sym,verb,x,space,mean_adj,mean_adp,mean_adv,mean_aux,mean_conj,mean_cconj,mean_det,mean_intj,mean_noun,mean_num,mean_part,mean_pron,mean_propn,mean_punct,mean_sconj,mean_sym,mean_verb,mean_x,mean_space
-0.5327382,-0.45831308,-0.40202096,-0.35989696,-0.7412315,-0.5293919,75.3,9.4,6.0,9.38,7.8,6.73,30,5.0,6.61,7.0,6,1.1954545454545455,7,1.7142857142857142,24,1135,191,5.942408376963351,17,11.235294117647058,1.9076923076923078,12.015384615384615,0.5740740740740741,13,20,2,7,0,5,28,0,34,11,2,5,35,24,6,1,25,0,2,0.72,1.11,0.11,0.39,0.0,0.28,1.56,0.0,1.94,0.61,0.11,0.28,1.94,0.56,0.33,0.06,1.39,0.0,0.83
-0.7323147,-0.96143943,-0.7097627,-1.337563,-1.0073236,-0.9066379,43.09,15.2,16.3,8.19,17.6,7.61,20,21.0,16.73,17.0,16,1.0598802395209581,9,10.0,40,790,135,5.851851851851852,12,11.25,1.4150943396226414,9.339622641509434,0.47468354430379744,6,37,2,1,0,4,16,0,21,24,0,0,23,16,2,0,7,1,0,0.46,2.85,0.15,0.08,0.0,0.31,1.23,0.0,1.62,2.46,0.0,0.0,1.77,0.92,0.15,0.0,0.54,0.08,0.23
0.15485692,0.15625116,0.094027385,0.18565974,0.13536975,0.045831516,84.07,7.2,4.7,6.13,5.0,6.58,26,5.75,6.4,6.0,5,1.0507614213197969,6,1.2857142857142858,18,942,173,5.445086705202312,15,11.533333333333333,1.6231884057971016,8.768115942028986,0.5685279187817259,15,18,6,17,0,4,19,0,37,9,3,7,20,24,2,0,16,0,1,0.94,1.12,0.38,1.06,0.0,0.25,1.19,0.0,2.31,0.62,0.19,0.44,1.25,0.62,0.12,0.0,1.0,0.0,0.81
-0.3020926,-0.40583423,0.000994043,-0.07409693,-0.23423561,-0.10456039,65.52,9.1,7.6,11.36,9.9,7.22,31,6.25,7.56,8.0,7,1.28,10,1.0833333333333333,13,1059,170,6.229411764705882,12,14.166666666666666,2.0344827586206895,13.137931034482758,0.5870646766169154,17,13,6,15,0,3,23,0,53,4,4,4,13,27,3,0,16,0,3,1.31,1.0,0.46,1.15,0.0,0.23,1.77,0.0,4.08,0.31,0.31,0.31,1.0,1.15,0.23,0.0,1.23,0.0,0.85
-0.61231637,-0.72210985,-0.5553461,-0.5793886,-0.65726775,-0.6854768,39.81,16.5,15.5,9.82,15.9,8.22,36,17.75,18.04,16.0,15,1.9330143540669857,15,0.0,0,1064,187,5.689839572192513,6,31.166666666666668,1.484375,10.0625,0.4523809523809524,21,22,6,10,0,12,36,0,58,0,3,5,0,21,5,0,11,0,1,3.0,3.14,0.86,1.43,0.0,1.71,5.14,0.0,8.29,0.0,0.43,0.71,0.0,2.14,0.71,0.0,1.57,0.0,0.71
0.19193284,-0.55865484,-0.21114884,-0.24242733,-0.2320182,-0.3696064,63.7,11.4,8.4,8.64,8.2,8.11,41,8.833333333333334,10.26,9.0,8,1.3919597989949748,9,0.36363636363636365,4,995,176,5.653409090909091,11,16.0,1.6307692307692307,10.138461538461538,0.53,18,14,8,13,0,10,20,0,47,0,3,12,6,24,4,0,21,0,2,1.64,1.27,0.73,1.18,0.0,0.91,1.82,0.0,4.27,0.0,0.27,1.09,0.55,1.27,0.36,0.0,1.91,0.0,0.82
-2.3547876,-1.784529,-1.8080864,-1.7212764,-1.8009079,-1.4684048,61.16,12.5,9.3,9.75,10.1,7.63,36,15.75,11.29,10.0,9,1.0779816513761469,9,1.7777777777777777,16,1082,186,5.817204301075269,10,18.6,1.9076923076923078,11.523076923076923,0.5662100456621004,16,11,10,19,0,4,23,0,53,13,3,2,11,33,3,1,17,0,2,1.45,1.0,0.91,1.73,0.0,0.36,2.09,0.0,4.73,1.18,0.27,0.18,1.0,2.09,0.27,0.09,1.64,0.0,0.82
-1.6172793,-1.5956228,-1.6737307,-1.4965682,-1.6221341,-1.5967358,50.36,14.2,11.4,11.26,12.4,7.9,34,13.8,12.66,12.0,11,1.8547486033519553,11,0.375,3,996,166,6.0,8,20.75,1.45,10.6,0.48333333333333334,10,32,2,11,0,4,31,0,52,1,3,0,7,14,1,0,12,0,1,1.11,3.56,0.22,1.22,0.0,0.44,3.44,0.0,5.44,0.11,0.33,0.0,1.11,0.67,0.11,0.0,1.33,0.0,0.78
-1.0314233,-0.94839907,-0.6142444,-0.88759094,-0.71719396,-0.47664693,78.38,8.5,6.8,8.07,8.8,6.08,16,14.0,8.99,9.0,8,0.9432989690721649,8,1.2222222222222223,11,908,162,5.604938271604938,9,18.0,1.6724137931034482,9.60344827586207,0.5159574468085106,9,25,0,5,0,7,24,0,47,2,5,2,9,30,9,0,20,0,1,0.9,2.5,0.0,0.5,0.0,0.6,2.6,0.0,4.6,0.2,0.5,0.2,0.9,2.2,0.9,0.0,2.0,0.0,0.8
-1.6564063,-1.3194568,-1.0537584,-1.4716777,-1.2859924,-1.2796212,41.57,13.7,16.9,10.05,19.4,8.44,35,14.0,17.87,14.0,13,1.4977168949771689,12,1.8,9,1078,173,6.23121387283237,5,34.6,2.087719298245614,14.350877192982455,0.6197916666666666,22,21,7,5,0,8,22,0,64,3,4,1,5,30,2,0,22,0,4,3.67,3.5,1.17,0.83,0.0,1.33,3.67,0.0,10.67,0.5,0.67,0.17,0.83,4.17,0.33,0.0,3.67,0.0,1.33
0.04949213,0.020548401,0.009510649,0.23696716,0.15295073,-0.008209094,86.81,7.3,3.6,7.46,5.4,5.35,13,5.0,4.91,5.0,4,1.0454545454545454,6,0.5625,9,955,168,5.684523809523809,19,8.842105263157896,1.8166666666666667,10.483333333333333,0.5532994923857868,16,10,4,16,0,2,21,0,36,2,6,13,9,28,6,0,28,0,3,0.8,0.5,0.2,0.8,0.0,0.1,1.05,0.0,1.95,0.1,0.3,0.65,0.3,0.55,0.3,0.0,1.4,0.0,0.9
-0.7900984,-0.82570285,-0.6050695,-0.61788833,-0.60853827,-0.77007437,33.34,15.1,13.8,13.4,14.2,9.4,50,12.333333333333334,14.83,14.0,13,1.320855614973262,10,0.75,6,1067,165,6.466666666666667,8,20.625,1.8035714285714286,13.875,0.554945054945055,22,18,7,10,0,6,21,0,52,1,2,3,5,19,5,0,17,0,0,2.44,2.0,0.78,1.11,0.0,0.67,2.33,0.0,5.56,0.11,0.22,0.33,0.78,1.22,0.56,0.0,1.89,0.0,0.78
-0.77411747,-0.69779724,-0.8142177,-0.5039118,-0.55114746,-0.7024031,45.29,14.8,13.4,10.51,14.0,8.28,33,15.5,14.45,14.0,13,1.4047619047619047,10,2.3333333333333335,14,901,154,5.85064935064935,6,25.666666666666668,1.6538461538461537,11.0,0.5149700598802395,13,23,4,8,0,10,26,0,31,2,1,4,20,14,0,0,13,0,0,2.0,3.29,0.57,1.14,0.0,1.43,3.71,0.0,4.57,0.29,0.14,0.57,2.57,1.14,0.0,0.0,1.86,0.0,0.71
0.15831241,0.0070044226,0.20781279,0.0051399693,0.13877364,-0.020573042,61.77,12.2,9.1,11.02,11.1,7.09,32,8.142857142857142,9.8,9.0,8,1.4708520179372198,11,0.36363636363636365,4,1194,196,6.091836734693878,11,17.818181818181817,1.5584415584415585,10.272727272727273,0.5405405405405406,10,17,4,10,0,13,22,0,57,0,4,9,10,26,7,0,35,0,2,0.83,1.42,0.33,0.83,0.0,1.08,1.83,0.0,4.75,0.0,0.33,0.75,0.83,1.25,0.58,0.0,2.92,0.0,0.83
-1.6802058,-1.8928074,-1.870219,-1.9338868,-1.8000892,-1.7440146,50.06,12.0,11.5,12.07,13.4,8.52,36,11.8,12.76,12.0,11,1.2126436781609196,8,1.4285714285714286,10,922,147,6.272108843537415,8,18.375,2.0,13.46938775510204,0.5697674418604651,24,16,8,9,0,6,21,0,39,1,1,1,9,25,1,0,13,0,2,2.56,1.78,0.89,1.0,0.0,0.67,2.33,0.0,4.44,0.11,0.11,0.11,1.22,2.0,0.11,0.0,1.22,0.0,0.78
0.5737257,0.5581126,0.50197846,0.5455405,0.7843886,0.59452474,61.06,12.0,9.4,10.33,10.6,7.28,32,10.333333333333334,10.45,11.0,10,1.599078341013825,12,0.0,0,1102,186,5.924731182795699,10,18.6,1.6619718309859155,10.47887323943662,0.5412844036697247,13,16,13,10,0,9,21,1,53,0,11,12,0,30,3,0,26,0,1,1.3,1.6,1.3,1.0,0.0,0.9,2.1,0.1,5.3,0.0,1.1,1.2,0.0,2.1,0.3,0.0,2.6,0.0,0.8
-2.2197714,-2.2197812,-2.1113465,-2.0194936,-2.1020105,-1.9833069,39.16,15.2,13.6,12.19,14.2,8.5,44,12.166666666666666,13.66,14.0,13,1.6233183856502242,11,1.25,10,1161,182,6.3791208791208796,8,22.75,1.5633802816901408,11.084507042253522,0.5336538461538461,18,28,5,5,0,9,26,0,59,3,1,0,15,33,6,0,14,0,1,2.0,3.11,0.56,0.56,0.0,1.0,2.89,0.0,6.56,0.33,0.11,0.0,1.67,3.0,0.67,0.0,1.56,0.0,0.78
-1.290421,-0.98402923,-0.81655145,-1.1671069,-1.0126413,-0.9848255,52.09,12.7,10.7,8.99,9.7,7.61,33,7.75,11.36,8.0,7,1.5425531914893618,12,0.6666666666666666,6,967,172,5.622093023255814,9,19.11111111111111,1.7540983606557377,11.032786885245901,0.5721925133689839,8,31,4,7,0,5,22,0,60,2,2,1,8,15,3,0,21,0,0,0.8,3.1,0.4,0.7,0.0,0.5,2.2,0.0,6.0,0.2,0.2,0.1,0.8,0.6,0.3,0.0,2.1,0.0,0.8
-0.45389515,-0.5979455,-0.40029666,-0.26790473,-0.75943476,-0.6281304,80.11,7.3,6.2,7.65,7.7,5.84,16,7.333333333333334,7.48,8.0,7,1.2102564102564102,9,2.909090909090909,32,987,182,5.423076923076923,11,16.545454545454547,1.5671641791044777,8.776119402985074,0.5357142857142857,6,29,7,9,0,3,26,0,25,12,7,3,32,13,4,0,20,0,2,0.5,2.42,0.58,0.75,0.0,0.25,2.17,0.0,2.08,1.0,0.58,0.25,2.67,0.17,0.33,0.0,1.67,0.0,0.83
-0.4614448,-0.44590178,-0.45870525,-0.82309854,-0.6316378,-0.89757085,64.81,10.6,7.9,9.39,8.5,6.57,27,7.571428571428571,8.02,8.0,7,1.1674418604651162,8,0.15384615384615385,2,1127,194,5.809278350515464,13,14.923076923076923,1.4415584415584415,9.285714285714286,0.5138888888888888,13,12,14,19,0,6,33,0,48,0,5,2,2,22,5,0,35,0,2,0.93,0.86,1.0,1.36,0.0,0.43,2.36,0.0,3.36,0.0,0.36,0.14,0.21,0.64,0.36,0.0,2.5,0.0,0.86
-0.44439435,-0.3309358,-0.24467923,0.00054194237,-0.06509869,-0.41778412,60.61,12.0,7.5,8.85,6.6,7.01,27,6.666666666666667,8.81,9.0,8,1.1183431952662721,6,1.0,14,875,150,5.833333333333333,14,10.714285714285714,1.6296296296296295,10.407407407407407,0.5207100591715976,17,16,7,13,0,2,24,0,40,4,1,4,10,17,1,0,13,0,3,1.07,1.07,0.47,0.87,0.0,0.13,1.6,0.0,2.53,0.27,0.07,0.27,0.87,0.27,0.07,0.0,0.87,0.0,0.87
-1.4706724,-0.88190496,-1.1891956,-1.1049265,-1.1251451,-1.0828705,54.93,14.4,9.6,10.96,10.2,8.42,37,10.571428571428571,11.96,11.0,10,1.4497041420118344,11,0.0,0,892,147,6.068027210884353,9,16.333333333333332,1.4745762711864407,10.389830508474576,0.5117647058823529,6,14,4,11,0,10,22,0,47,0,5,0,4,23,4,0,20,0,1,0.6,1.4,0.4,1.1,0.0,1.0,2.2,0.0,4.6,0.0,0.5,0.0,0.5,1.4,0.4,0.0,2.0,0.0,0.8
-1.1994921,-0.47970125,-0.72042423,-0.71905327,-0.18433583,-0.44349447,67.79,11.9,8.8,9.34,10.6,7.49,33,11.6,12.05,12.0,11,1.2663316582914572,8,0.2222222222222222,2,1039,180,5.772222222222222,8,22.5,1.4428571428571428,8.914285714285715,0.5177664974619289,17,12,10,12,0,9,15,0,35,2,10,13,5,18,3,0,38,0,0,1.89,1.33,1.11,1.33,0.0,1.0,1.67,0.0,3.78,0.22,1.11,1.44,0.56,1.11,0.33,0.0,4.33,0.0,0.89
-2.2834249,-2.057434,-2.154227,-2.245946,-2.0925388,-2.2416291,24.11,18.6,17.4,16.78,21.0,10.65,63,18.75,19.78,19.0,18,1.3459715639810426,9,1.3333333333333333,8,1244,175,7.1085714285714285,7,25.0,1.9833333333333334,15.883333333333333,0.5891089108910891,30,23,6,8,0,11,18,0,54,2,3,1,8,32,0,0,16,0,2,3.5,2.88,0.75,1.0,0.0,1.38,2.25,0.0,6.88,0.25,0.38,0.12,1.12,3.12,0.0,0.0,2.0,0.0,0.75
-0.69433874,-0.36399832,-0.41760632,-0.65783775,-0.588751,-0.9538622,40.08,14.9,13.3,11.61,13.3,8.42,42,13.4,15.01,13.0,12,1.8102564102564103,16,0.125,1,1087,181,6.005524861878453,8,22.625,1.536231884057971,10.36231884057971,0.5408163265306123,18,13,9,10,0,8,26,0,46,1,9,4,0,15,5,0,32,0,1,2.0,1.44,1.0,1.11,0.0,0.89,2.89,0.0,5.11,0.11,1.0,0.44,0.0,0.78,0.56,0.0,3.56,0.0,0.78
-0.36465684,-0.57600075,-0.4371272,-0.5113572,-0.25147468,-0.46711782,26.74,18.1,16.3,14.63,18.1,8.61,44,19.5,16.59,17.0,16,1.3816425120772946,10,1.7142857142857142,12,1253,192,6.526041666666667,7,27.428571428571427,1.9206349206349207,14.285714285714286,0.5817307692307693,22,26,6,8,0,7,25,0,56,3,6,1,12,16,4,0,16,0,1,2.75,3.25,0.75,1.0,0.0,0.88,3.12,0.0,6.88,0.38,0.75,0.12,1.62,1.12,0.5,0.0,2.0,0.0,0.75
-0.05278843,-0.33506963,0.021861853,-0.174843,-0.3003548,-0.36549625,67.45,10.7,6.9,9.73,8.1,5.63,14,6.666666666666667,6.92,7.0,6,0.9285714285714286,8,0.23076923076923078,3,965,160,6.03125,13,12.307692307692308,1.7301587301587302,10.444444444444445,0.5532994923857868,10,16,3,13,0,7,21,0,46,0,5,9,1,37,1,0,28,0,2,0.71,1.14,0.21,0.93,0.0,0.5,1.5,0.0,3.36,0.0,0.36,0.64,0.0,1.71,0.07,0.0,2.0,0.0,0.86
-0.27428907,-0.67362523,-0.6021082,-0.82916796,-1.0638263,-0.8391801,32.22,15.2,14.2,15.95,16.8,10.11,60,14.2,14.71,15.0,14,1.2097560975609756,11,0.2857142857142857,2,1209,175,6.908571428571428,8,21.875,1.6363636363636365,12.575757575757576,0.5346534653465347,23,16,2,8,0,11,16,0,48,2,12,8,1,25,5,0,27,0,0,2.67,1.78,0.22,0.89,0.0,1.22,1.78,0.0,5.44,0.22,1.33,0.89,0.11,2.11,0.56,0.0,2.89,0.0,0.67
-2.0572705,-1.6138073,-1.8447274,-1.8341898,-1.4150676,-1.8874085,22.95,17.1,15.7,16.08,17.1,9.89,59,16.2,16.59,17.0,16,1.3148148148148149,9,1.0,9,1253,180,6.961111111111111,9,20.0,1.8181818181818181,14.272727272727273,0.5660377358490566,9,18,7,9,0,11,19,0,59,3,3,4,12,36,3,0,23,0,1,0.9,1.8,0.7,0.9,0.0,1.1,1.9,0.0,5.9,0.3,0.3,0.4,1.2,2.9,0.3,0.0,2.3,0.0,0.7
-0.33961877,-0.040930737,-0.32074052,-0.15988514,-0.049551405,-0.31339952,60.14,11.0,9.7,11.02,11.6,7.64,30,11.4,10.88,11.0,10,1.1777777777777778,7,1.375,11,938,153,6.130718954248366,8,19.125,1.7272727272727273,11.618181818181819,0.5428571428571428,13,16,11,13,0,8,15,0,32,2,3,4,14,25,1,0,24,0,0,1.44,1.78,1.22,1.44,0.0,0.89,1.67,0.0,3.56,0.22,0.33,0.44,1.56,1.89,0.11,0.0,2.67,0.0,0.78
-1.1091865,-1.1758503,-1.1069709,-0.9417385,-1.18311,-1.0351467,34.39,17.1,15.5,14.28,18.2,9.18,37,18.0,16.67,18.0,17,1.2455089820359282,9,1.2,6,927,141,6.574468085106383,5,28.2,1.5660377358490567,11.90566037735849,0.49404761904761907,12,17,4,7,0,7,18,0,43,2,3,2,8,27,4,0,14,0,2,2.0,2.83,0.67,1.17,0.0,1.17,3.0,0.0,7.17,0.33,0.5,0.33,1.33,3.67,0.67,0.0,2.33,0.0,0.67
-2.4367502,-2.28738,-2.3582013,-2.0254388,-2.325352,-2.3472607,37.1,15.0,12.4,14.44,13.5,9.18,46,12.5,13.07,13.0,12,1.461111111111111,11,1.6666666666666667,15,1034,154,6.714285714285714,9,17.11111111111111,2.1875,16.208333333333332,0.5932203389830508,7,16,6,9,0,3,24,0,39,3,2,1,29,24,1,1,16,0,3,0.7,1.6,0.6,0.9,0.0,0.3,2.4,0.0,3.9,0.3,0.2,0.1,2.9,1.5,0.1,0.1,1.6,0.0,0.8
-3.0175467,-2.8723009,-2.964212,-2.6608088,-2.8884118,-2.9198964,40.69,15.1,13.1,13.52,15.2,9.48,53,23.333333333333332,15.16,14.0,13,1.1972477064220184,11,1.625,13,1150,166,6.927710843373494,14,11.857142857142858,2.086206896551724,14.775862068965518,0.5845410628019324,21,17,9,13,0,4,17,0,49,8,2,3,13,39,4,1,13,1,2,1.4,1.13,0.6,0.87,0.0,0.27,1.13,0.0,3.33,0.73,0.13,0.27,0.8,2.07,0.27,0.07,0.87,0.07,0.53
-0.42088604,-0.37512395,-0.2787164,-0.40922794,-0.70384264,-0.7383264,66.84,10.0,7.1,11.3,9.3,6.5,20,7.857142857142858,7.41,8.0,7,1.1883116883116882,8,1.6363636363636365,18,876,142,6.169014084507042,11,12.909090909090908,2.0454545454545454,14.0,0.5806451612903226,4,18,3,4,0,2,28,0,21,2,3,4,32,13,1,0,20,0,2,0.42,1.5,0.25,0.33,0.0,0.17,2.33,0.0,1.83,0.17,0.25,0.33,2.5,0.17,0.08,0.0,1.67,0.0,0.83
-1.0465499,-1.4492584,-1.5028648,-1.1541206,-1.3697101,-1.5977916,24.61,17.7,17.2,14.98,19.2,9.2,46,18.0,17.45,18.0,17,1.4845360824742269,11,0.0,0,1160,176,6.590909090909091,6,29.333333333333332,1.59375,12.421875,0.5284974093264249,9,22,12,7,0,7,23,0,50,0,7,5,0,20,3,0,30,0,2,1.29,3.14,1.71,1.0,0.0,1.0,3.29,0.0,7.14,0.0,1.0,0.71,0.0,2.0,0.43,0.0,4.29,0.0,0.71
-1.8558831,-1.9830072,-1.5809823,-1.9423766,-1.8875699,-1.9326727,63.73,12.8,10.4,7.78,11.1,7.54,29,12.6,12.54,13.0,12,1.0628272251308901,9,0.2857142857142857,2,917,170,5.394117647058824,7,24.285714285714285,1.6607142857142858,10.232142857142858,0.484375,30,15,2,11,0,14,24,0,43,2,1,5,0,22,9,0,14,0,4,3.75,1.88,0.25,1.38,0.0,1.75,3.0,0.0,5.38,0.25,0.12,0.62,0.0,1.88,1.12,0.0,1.75,0.0,0.75
-0.4445967,-0.7603075,-0.293486,-0.49641693,-0.5709738,-0.3534578,53.44,13.7,12.3,10.74,14.3,8.21,38,15.75,14.59,14.0,13,1.525,9,2.7142857142857144,19,1071,180,5.95,7,25.714285714285715,1.8070175438596492,12.24561403508772,0.5309278350515464,15,29,3,3,0,7,36,0,30,3,1,1,40,15,4,0,13,0,3,1.88,3.62,0.38,0.38,0.0,0.88,4.5,0.0,3.75,0.38,0.12,0.12,5.0,1.0,0.5,0.0,1.62,0.0,0.88
-0.81965345,-1.2062433,-1.1739227,-1.2313515,-1.1450893,-1.2254702,67.96,9.9,6.7,10.07,8.0,5.9,15,5.4,5.85,6.0,5,1.1049382716049383,8,0.0,0,856,141,6.070921985815603,12,11.75,1.4509803921568627,10.0,0.4539877300613497,25,17,3,15,0,4,18,0,42,0,1,5,1,22,3,0,7,0,2,1.92,1.31,0.23,1.15,0.0,0.31,1.38,0.0,3.15,0.0,0.08,0.38,0.15,0.77,0.23,0.0,0.54,0.0,0.85
0.15898767,0.30447564,0.010789005,0.123819225,-0.078812584,-0.09470687,69.62,11.5,8.1,9.57,10.0,7.65,29,9.0,11.72,8.0,7,1.1494252873563218,9,0.75,6,853,146,5.842465753424658,8,18.25,1.6296296296296295,10.462962962962964,0.5269461077844312,6,9,3,6,0,8,31,0,37,2,5,6,5,25,0,0,32,0,0,0.67,1.0,0.33,0.67,0.0,0.89,3.44,0.0,4.11,0.22,0.56,0.67,0.56,1.89,0.0,0.0,3.56,0.0,0.78
-0.2544356,0.023109002,0.065868236,-0.1708689,-0.0908399,0.07474777,72.16,11.0,7.2,9.16,8.6,7.57,35,7.7142857142857135,10.04,8.0,7,1.1377551020408163,7,0.18181818181818182,2,1007,176,5.721590909090909,11,16.0,1.619047619047619,10.095238095238095,0.5177664974619289,10,15,11,12,0,3,28,0,44,2,6,7,0,20,7,0,32,0,1,0.91,1.36,1.0,1.09,0.0,0.27,2.55,0.0,4.0,0.18,0.55,0.64,0.0,0.91,0.64,0.0,2.91,0.0,0.82
-1.4017997,-1.237602,-1.1911496,-1.1129454,-1.0754286,-1.0589079,75.64,9.4,7.9,8.59,10.3,6.6,23,8.5,9.85,9.0,8,1.21875,9,1.1111111111111112,10,1059,184,5.755434782608695,9,20.444444444444443,1.3472222222222223,8.402777777777779,0.4470046082949309,16,21,10,9,0,8,29,0,42,0,7,10,7,35,7,0,24,0,2,1.6,2.1,0.9,0.9,0.0,0.9,2.9,0.0,4.2,0.0,0.7,1.0,0.7,2.6,0.7,0.0,2.4,0.0,0.8
-1.4171666,-1.722517,-1.4527117,-1.6506678,-1.7442678,-1.959617,48.54,13.7,12.1,11.78,13.4,8.49,48,17.0,12.98,13.0,12,1.2489082969432315,8,0.3333333333333333,3,1233,201,6.134328358208955,9,22.333333333333332,1.5066666666666666,10.56,0.5,16,20,15,11,0,5,27,0,51,1,7,12,0,27,5,0,33,0,1,1.78,2.22,1.67,1.22,0.0,0.56,3.0,0.0,5.67,0.11,0.78,1.33,0.0,2.22,0.56,0.0,3.67,0.0,0.67
-0.17400728,-0.009576994,-0.12748931,-0.030989273,-0.16009416,0.0072786915,39.4,15.9,15.6,10.22,16.4,9.5,43,15.75,18.72,16.0,15,1.423728813559322,9,0.8,4,909,157,5.789808917197452,5,31.4,1.6545454545454545,10.709090909090909,0.5170454545454546,14,25,3,5,0,8,22,0,52,0,6,2,2,18,4,0,17,0,1,2.33,4.17,0.5,0.83,0.0,1.33,3.67,0.0,8.67,0.0,1.0,0.33,0.33,2.17,0.67,0.0,2.83,0.0,0.67
-1.773675,-1.3730178,-1.4151907,-1.101152,-1.9082869,-1.6649005,46.0,15.3,13.1,11.61,14.5,8.02,35,13.4,15.04,15.0,14,1.324607329842932,7,0.5714285714285714,4,1059,176,6.017045454545454,7,25.142857142857142,1.7166666666666666,11.7,0.5364583333333334,21,13,11,11,0,4,19,0,37,1,9,7,5,16,8,0,30,0,0,2.62,1.62,1.38,1.38,0.0,0.5,2.38,0.0,4.62,0.12,1.12,0.88,0.62,1.12,1.0,0.0,3.75,0.0,0.75
-0.09395544,-0.064363,0.17060441,-0.3172298,-0.2983357,0.060377374,84.98,7.5,4.3,6.53,5.1,6.2,25,6.25,6.29,6.0,5,1.2096069868995634,8,0.17647058823529413,3,1085,198,5.47979797979798,18,11.0,1.554054054054054,9.013513513513514,0.5043859649122807,9,23,11,18,0,4,29,0,56,1,2,10,6,31,3,0,27,0,2,0.5,1.28,0.61,1.0,0.0,0.22,1.61,0.0,3.11,0.06,0.11,0.56,0.33,0.78,0.17,0.0,1.5,0.0,0.89
0.007071448,-0.03794827,-0.15399702,0.08645163,-0.07045167,0.102095865,58.82,12.8,10.2,11.26,12.4,8.28,38,10.833333333333334,11.93,11.0,10,1.4497354497354498,10,0.625,5,1004,165,6.084848484848485,8,20.625,1.5593220338983051,10.508474576271187,0.48936170212765956,12,27,6,4,0,8,31,0,43,2,2,3,7,22,4,0,19,0,1,1.33,3.0,0.67,0.44,0.0,0.89,3.44,0.0,4.78,0.22,0.22,0.33,0.78,1.56,0.44,0.0,2.11,0.0,0.78
-0.6299251,-0.57976407,-0.43207997,-0.35380772,-0.5675074,-0.48596933,71.34,9.4,7.5,8.0,8.5,6.87,23,8.0,9.1,8.0,7,1.1782178217821782,9,1.6666666666666667,15,861,144,5.979166666666667,9,16.0,1.7857142857142858,10.375,0.546448087431694,10,19,5,8,0,1,19,0,34,21,2,6,8,47,4,4,15,0,0,1.11,2.11,0.56,0.89,0.0,0.11,2.11,0.0,3.78,2.33,0.22,0.67,0.89,4.33,0.44,0.44,1.67,0.0,0.78
-0.74802256,-1.0892111,-0.95174897,-0.86997235,-0.9931415,-0.8095487,74.08,8.6,6.4,8.63,7.5,6.58,28,6.857142857142857,7.47,7.0,6,1.2036199095022624,7,1.3636363636363635,15,1122,196,5.724489795918367,14,14.0,1.6666666666666667,10.375,0.5504587155963303,12,20,16,13,0,9,26,0,48,8,6,8,11,22,1,0,20,0,4,1.0,1.54,1.23,1.0,0.0,0.69,2.0,0.0,3.54,0.62,0.46,0.62,0.92,0.77,0.08,0.0,1.54,0.0,1.0
-0.6457486,-1.0168128,-0.86041033,-0.7519382,-0.8715543,-1.2358794,39.06,15.1,13.7,13.12,15.0,7.81,36,16.25,13.25,14.0,13,1.6,10,0.125,1,1189,189,6.291005291005291,8,23.625,1.721311475409836,12.967213114754099,0.5023923444976076,20,23,10,12,0,5,25,0,52,0,5,5,2,21,5,0,26,0,1,2.22,2.56,1.11,1.33,0.0,0.56,2.78,0.0,5.78,0.0,0.56,0.56,0.22,1.44,0.56,0.0,2.89,0.0,0.78
0.020791812,-0.030272188,-0.103038765,-0.16598202,-0.048440002,0.055190727,49.86,13.0,11.6,12.71,13.8,7.24,24,13.4,11.47,13.0,12,1.49079754601227,8,0.2857142857142857,2,935,151,6.19205298013245,7,21.571428571428573,1.8113207547169812,12.471698113207546,0.5853658536585366,28,26,8,13,0,3,3,0,46,2,0,6,0,13,4,2,10,0,0,3.5,3.25,1.0,1.62,0.0,0.38,0.38,0.0,5.75,0.25,0.0,0.75,0.0,0.75,0.5,0.25,1.25,0.0,0.75
-1.3027291,-1.4991713,-1.2584764,-1.247919,-1.2986494,-1.1830275,52.23,13.7,12.8,11.96,16.0,7.97,36,12.0,14.48,12.0,11,1.609865470852018,13,5.714285714285714,40,1175,189,6.216931216931217,7,27.0,1.435897435897436,9.76923076923077,0.5114155251141552,11,26,5,8,0,6,33,0,26,5,2,4,46,30,5,0,16,0,1,1.38,3.25,0.62,1.0,0.0,0.75,4.12,0.0,3.25,0.62,0.25,0.5,5.75,3.0,0.62,0.0,2.0,0.0,0.75
-1.0160015,-1.3866895,-1.122771,-1.3309003,-1.1355883,-1.0315082,61.87,11.2,9.1,11.66,11.7,7.98,39,6.75,10.94,12.0,11,1.551219512195122,11,1.6666666666666667,15,1105,176,6.278409090909091,11,16.0,1.7424242424242424,11.696969696969697,0.5609756097560976,16,21,6,12,0,8,12,0,52,5,5,1,17,27,4,0,19,0,2,1.45,1.91,0.55,1.09,0.0,0.73,1.09,0.0,4.73,0.55,0.45,0.09,1.55,1.64,0.36,0.0,1.73,0.0,0.73
